text,intent,tag
"mình mún mua nước giặt, xả của kmom",inform,O O O B-inform#object_type I-inform#object_type O O B-inform#brand
Nước giặt còn hàng loại nào ko,inform,B-inform#object_type I-inform#object_type O O O O O
"Uh, cho chị hỏi nuoc giặt spock bên e",inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O
M có nước giặt e bé luôn ko shop ơi,inform,O O B-inform#object_type I-inform#object_type O O O O O O
Ben e có nước giặt và nước xã,inform,O O O B-inform#object_type I-inform#object_type O O O
Còn combo nước giặt ko bạn,inform,O O B-inform#object_type I-inform#object_type O O
Bạn ơi mình có nước giặt an toàn sdung cho trẻ sơ sinh ko,inform,O O O O B-inform#object_type I-inform#object_type O O O O O O O O
Bạn ơi nước giặt còn ko vậy?,inform,O O B-inform#object_type I-inform#object_type O O O
Bạn có nước giặt quần áo cho bé k?,inform,O O B-inform#object_type I-inform#object_type O O O O O
Cho mình 1c nước giặt kmom nữa nhé,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Shop còn nước giặt Arau không ạ,inform,O O B-inform#object_type I-inform#object_type B-inform#brand O O
"Htruoc thấy shop bán nước giặt Dnee, h còn ko ạ?",inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O
Nhà m có nước giặt k bạn,inform,O O O B-inform#object_type I-inform#object_type O O
Nhà m có nước giặt j hả bạn,inform,O O O B-inform#object_type I-inform#object_type O O O
Cho em lấy thêm nước giặt arau đi ạ,inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Bên bann còn nước giặt Kmom k?,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O
Nuoc giat quan ao luon c,inform,B-inform#object_type I-inform#object_type O O O O
Giửi cho tớ nước giặt,inform,O O O B-inform#object_type I-inform#object_type
Mình muốn mua nước giặt arau cho bé,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Em ơi bên em có nước giặt loại nào cho bé? Chị đang cần mua,inform,O O O O O B-inform#object_type I-inform#object_type O O O O O O O O
Bên shop hết nước giặt xả quần áo cho bé r ah,inform,O O O B-inform#object_type I-inform#object_type O O O O O O O
bên bạn có bán nước giặt dnee xanh ko bạn nhỉ,inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O
Vs bạn có nước giặt quần áo dnee cho bé k,inform,O O O B-inform#object_type I-inform#object_type O O B-inform#brand O O O
ben shop co nuoc giat kmom hok,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O
Với lại cho e hỏi có nồi nấu cháo k ạ,inform,O O O O O O B-inform#object_type I-inform#object_type O O O
Nồi nấu chậm bên shop có nhiều loại k ạ,inform,B-inform#object_type I-inform#object_type O O O O O O O O
Bên mình còn nồi nấu bột cho bé ko ạ,inform,O O O B-inform#object_type I-inform#object_type O O O O O
Cậu có nồi nấu bột k nhỉ,inform,O O B-inform#object_type I-inform#object_type O O O
e ơi bên mình có nồi nấu cháo chậm không,inform,O O O O O B-inform#object_type I-inform#object_type O O O
À thế bên minh có nồi nấu chậm cho bé ko,inform,O O O O O B-inform#object_type I-inform#object_type O O O O
Minh dang can noi nau chao cho be hấp,inform,O O O B-inform#object_type I-inform#object_type O O O O
Mình có nồi nấu cháo cho bé ko ạ?,inform,O O B-inform#object_type I-inform#object_type O O O O O
Shop có bán nồi nấu cháo cho bé khg,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bên b có nồi nấu cjaos k nhỉ,inform,O O O B-inform#object_type I-inform#object_type O O O
Shop còn nồi nấu ăn dặm cho bé đúng k ạ,inform,O O B-inform#object_type I-inform#object_type O O O O O O O
Thế nồi nấu cháo,inform,O B-inform#object_type I-inform#object_type O
B co noi nau chao Cho be k,inform,O O B-inform#object_type I-inform#object_type O O O O
bên sh có bán nồi nấu cháo chậm ko ạ?,inform,O O O O B-inform#object_type I-inform#object_type O O O O
Bên e có nồi nấu bột k,inform,O O O B-inform#object_type I-inform#object_type O O
"Bên shop có bán nồi nấu cháo cho bé ko,",inform,O O O O B-inform#object_type I-inform#object_type O O O O
Cái nồi nấu cháo còn k shop,inform,O B-inform#object_type I-inform#object_type O O O O
Bên b có nồi nấu cháo cho bé ko?,inform,O O O B-inform#object_type I-inform#object_type O O O O
Dạ còn nổi nấu cháo BB cook chậm shop có ko ạ,inform,O O B-inform#object_type I-inform#object_type O B-inform#brand I-inform#brand O O O O O
Ben shop co ban noi nau chao cho be ko ạ,inform,O O O O B-inform#object_type I-inform#object_type O O O O O
b có nồi nấu cháo k b,inform,O O B-inform#object_type I-inform#object_type O O O
shop có nồi nấu cháo chậm không ???,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
có bán nồi nấu cháo cho bé ko,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bên shop có nồi nấu bột nấu cháo cho bé k a,inform,O O O B-inform#object_type I-inform#object_type O O O O O O O
với cho em hỏi chị có nồi nấu cháo chậm luôn ko,inform,O O O O O O B-inform#object_type I-inform#object_type O O O O
bạn ơi m có bán nồi nấu cháo chậm ko?,inform,O O O O O B-inform#object_type I-inform#object_type O O O
Chị có nồi nấu bột cho bếp từ ko?,inform,O O B-inform#object_type I-inform#object_type O O O O O
C có nồi nấu cháo chậm mo,inform,O O B-inform#object_type I-inform#object_type O O O
Bên b có nồi nấu cháo chậm k ạ,inform,O O O B-inform#object_type I-inform#object_type O O O O
Cho mình xem nồi nấu cháo cho bé tiện dùng ý,inform,O O O B-inform#object_type I-inform#object_type O O O O O O
Shop còn nồi nấu chậm ko ah,inform,O O B-inform#object_type I-inform#object_type O O O
Noi nau chao cham co nau món nao dc hay k ah,inform,B-inform#object_type I-inform#object_type O O O O O O O O O O
Xin hỏi shop có nồi nấu chậm o ạ?,inform,O O O O B-inform#object_type I-inform#object_type O O O
Shop có nồi nấu cháo và hấp 2in1 ko ạ,inform,O O B-inform#object_type I-inform#object_type O O O O O O
Bên shop có bán nồi nấu cháo cho bé ko nhỉ,inform,O O O O B-inform#object_type I-inform#object_type O O O O O
Bên mình có nồi nấu cháo cho bé k,inform,O O O B-inform#object_type I-inform#object_type O O O O
Có nồi nấu chậm ko b,inform,O B-inform#object_type I-inform#object_type O O O
Hôm trước mình hỏi nồi nấu cháo cho bé,inform,O O O O B-inform#object_type I-inform#object_type O O O
nồi nấu cháo còn k shop,inform,B-inform#object_type I-inform#object_type O O O O
"Shop ơi, shop có nồi nấu cháo cho bé kèm hấp ko ạ?",inform,O O O O B-inform#object_type I-inform#object_type O O O O O O O
Nồi nấu cháo đó,inform,B-inform#object_type I-inform#object_type O O
Shop có nồi nấu bột k,inform,O O B-inform#object_type I-inform#object_type O O
Shop có nồi nấu chậm k ạ?,inform,O O B-inform#object_type I-inform#object_type O O O
Chị có nồi nấu cháo chậm cho bé k ạ,inform,O O B-inform#object_type I-inform#object_type O O O O O O
Bạn có nồi nấu cháo trẻ em k,inform,O O B-inform#object_type I-inform#object_type O O O O
Bên bạn có nồi nấu cháo ăn dặm cho bé không hả,inform,O O O B-inform#object_type I-inform#object_type O O O O O O O
có nồi nấu cháo nào linh thật nhừ cháo ko ạ,inform,O B-inform#object_type I-inform#object_type O O O O O O O O
"Shop ơi, shop có về nồi nấu bột này nữa k ạ",inform,O O O O O B-inform#object_type I-inform#object_type O O O O O
Bên mình hết nồi nấu đồ ăn dặm cho bé rồi ạ,inform,O O O B-inform#object_type I-inform#object_type O O O O O O O
Mình muốn mua nồi nấu cháo chậm fatz,inform,O O O B-inform#object_type I-inform#object_type O O B-inform#brand
Bên mình có bán nồi nấu cháo cho bé phải ko?,inform,O O O O B-inform#object_type I-inform#object_type O O O O O
Bên shop còn nồi nấu chậm ko nhỉ,inform,O O O B-inform#object_type I-inform#object_type O O O
Shop còn nồi nấu bột cho bé k ạ,inform,O O B-inform#object_type I-inform#object_type O O O O O
Shop mình có những loại nồi nấu bột cho bé ạ,inform,O O O O O B-inform#object_type I-inform#object_type O O O O
Chị ơi bên m còn bạn cừu hồng ru ngủ k ạ,inform,O O O O O O O O B-inform#object_type I-inform#object_type O O
Shop ơi bạn cừu ru ngủ đã về chqa,inform,O O O O B-inform#object_type I-inform#object_type O O O
Vs cả b còn voi ru ngủ ko,inform,O O O O O B-inform#object_type I-inform#object_type O
B có con chim cánh cụt ru ngủ ko,inform,O O O O O O B-inform#object_type I-inform#object_type O
Shop co gâu ru ngu nay ko ak,inform,O O O B-inform#object_type I-inform#object_type O O O
Máy ru ngu cua winfun con ko a,inform,B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#brand O O O
Còn cừu ru ngủ ko shop,inform,O O B-inform#object_type I-inform#object_type O O
Mình còn cừu ru ngủ ko bạn ui,inform,O O O B-inform#object_type I-inform#object_type O O O
Bên e có ghế ru ngủ ko,inform,O O O O B-inform#object_type I-inform#object_type O
Bạn có gấu ru ngủ k,inform,O O O B-inform#object_type I-inform#object_type O
Thế bạn có đồ ru ngủ cho bé ko,inform,O O O O B-inform#object_type I-inform#object_type O O O
Cả đèn ru ngủ winfun nữa,inform,O O B-inform#object_type I-inform#object_type B-inform#brand O
Cừu ru ngu kon k ạ,inform,O B-inform#object_type I-inform#object_type O O O
Với cả cừu ru ngủ nữa ạ,inform,O O O B-inform#object_type I-inform#object_type O O
hôm nọ nhìn thấy có bạn thỏ có nhạc ru ngủ,inform,O O O O O O O O O B-inform#object_type I-inform#object_type
shop còn cừu phát nhạc ru ngủ k a,inform,O O O O O B-inform#object_type I-inform#object_type O O
Còn cừu ru ngủ ko c,inform,O O B-inform#object_type I-inform#object_type O O
Shop oi cho m hoi con chim canh cụt ru ngủ con hang k shop,inform,O O O O O O O O O B-inform#object_type I-inform#object_type O O O O
bạn ơi cho mình hỏi mình có thú bông ru ngủ không?,inform,O O O O O O O O O B-inform#object_type I-inform#object_type O
Shop ơi t hỏi cái đèn ru ngủ cho bé,inform,O O O O O O B-inform#object_type I-inform#object_type O O
Shop còn cừu ru ngủ ko ah?,inform,O O O B-inform#object_type I-inform#object_type O O
Bạn có thú bông ru ngủ cho bé trai ko ah,inform,O O O O B-inform#object_type I-inform#object_type O O O O O
Shop ơi bên m còn em cừu ru ngủ bé ko ạ,inform,O O O O O O O B-inform#object_type I-inform#object_type O O O
Bên c có bán cá ngựa ru ngủ này ko ạ,inform,O O O O O O B-inform#object_type I-inform#object_type O O O
Có gấu ru ngủ bé trai ko ạ,inform,O O B-inform#object_type I-inform#object_type O O O O
shop còn bán bạn cừu ru ngủ ko,inform,O O O O O B-inform#object_type I-inform#object_type O
or htaij còn bạn ru ngủ nào ko,inform,O O O O B-inform#object_type I-inform#object_type O O
B ơi chưa có cừu ru ngủ ah b,inform,O O O O O B-inform#object_type I-inform#object_type O O
Bên shop con ban cừu nhạc ru ngủ ko ak,inform,O O O O O O B-inform#object_type I-inform#object_type O O
Cho t đèn sao ru ngủ với,inform,O O O O B-inform#object_type I-inform#object_type O
"Chào shop, shop cho mình hỏi bên shop còn con cừu ru ngủ Anabella k nhỉ?",inform,O O O O O O O O O O O B-inform#object_type I-inform#object_type O O O
Nhà mình còn cừu ru ngủ k shop ơi,inform,O O O O B-inform#object_type I-inform#object_type O O O
Còn búp bê ru ngủ,inform,O O O B-inform#object_type I-inform#object_type
Đen chiếu sao ru ngủ hình con cú ấy,inform,O O O B-inform#object_type I-inform#object_type O O O O
Shop ơi cho mỉnh hỏi chim cánh cụt ru ngủ còn hàng k shop?,inform,O O O O O O O O B-inform#object_type I-inform#object_type O O O O
Bện bạn có gấu ru ngủ mà phát nhạc ko ak,inform,O O O O B-inform#object_type I-inform#object_type O O O O O
bên mình có búp bê cừu ru ngủ k?,inform,O O O O O O B-inform#object_type I-inform#object_type O
Shop còn cừu ru ngủ ko ạ,inform,O O O B-inform#object_type I-inform#object_type O O
Vs b còn đèn chiếu sao ru ngủ winfun ko ?,inform,O O O O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Bên b còn con cừu phát nhạc ru ngủ ko?,inform,O O O O O O O B-inform#object_type I-inform#object_type O
"Shop ơi , e muốn mua chim cánh cụt ru ngủ ạ ??",inform,O O O O O O O O O B-inform#object_type I-inform#object_type O O
Sâng mình có hỏi gối ôm ru ngủ cho bé,inform,O O O O O O B-inform#object_type I-inform#object_type O O
E co hỏi la cừu ru ngủ đâu ta,inform,O O O O O B-inform#object_type I-inform#object_type O O
b ơi bên m còn đèn ru ngủ chiếu sao trăng ko ah,inform,O O O O O O B-inform#object_type I-inform#object_type O O O O O
za shop có cừu ru ngủ k ạ,inform,O O O O B-inform#object_type I-inform#object_type O O
Có đèn ru ngủ ko shop,inform,O O B-inform#object_type I-inform#object_type O O
Em ơi còn ru ngủ hình con cú ko,inform,O O O B-inform#object_type I-inform#object_type O O O O
Cái cừu này có ru ngủ ko bạn,inform,O O O O B-inform#object_type I-inform#object_type O O
Với cả cho e hỏi shop còn cừu ru ngủ k,inform,O O O O O O O O B-inform#object_type I-inform#object_type O
Minh còn cừu ru ngủ ko bn,inform,O O O B-inform#object_type I-inform#object_type O O
